120.1_0_326:E: Re(Ey) vs t, x=1.201e-07(m), y=0(m), z=3.26e-07(m) 

t(fs), Re(Ey)
37.304, 0
37.3063, 0
37.3086, 0
37.3109, 0
37.3132, 0
37.3155, 0
37.3178, 0
37.3201, 0
37.3223, 0
37.3246, 0
37.3269, 0
37.3292, 0
37.3315, 0
37.3338, 0
37.3361, 0
37.3384, 0
37.3407, 0
37.3429, 0
37.3452, 0
37.3475, 0
37.3498, 0
37.3521, 0
37.3544, 0
37.3567, 0
37.359, 0
37.3612, 0
37.3635, 0
37.3658, 0
37.3681, 0
37.3704, 0
37.3727, 0
37.375, 0
37.3773, 0
37.3795, 0
37.3818, 0
37.3841, 0
37.3864, 0
37.3887, 0
37.391, 0
37.3933, 0
37.3956, 0
37.3978, 0
37.4001, 0
37.4024, 0
37.4047, 0
37.407, 0
37.4093, 0
37.4116, 0
37.4139, 0
37.4162, 0
37.4184, 0
37.4207, 0
37.423, 0
37.4253, 0
37.4276, 0
37.4299, 0
37.4322, 0
37.4345, 0
37.4367, 0
37.439, 0
37.4413, 0
37.4436, 0
37.4459, 0
37.4482, 0
37.4505, 0
37.4528, 0
37.455, 0
37.4573, 0
37.4596, 0
37.4619, 0
37.4642, 0
37.4665, 0
37.4688, 0
37.4711, 0
37.4733, 0
37.4756, 0
37.4779, 0
37.4802, 0
37.4825, 0
37.4848, 0
37.4871, 0
37.4894, 0
37.4917, 0
37.4939, 0
37.4962, 0
37.4985, 0
37.5008, 0
37.5031, 0
37.5054, 0
37.5077, 0
37.51, 0
37.5122, 0
37.5145, 0
37.5168, 0
37.5191, 0
37.5214, 0
37.5237, 0
37.526, 0
37.5283, 0
37.5305, 0
37.5328, 0
37.5351, 0
37.5374, 0
37.5397, 0
37.542, 0
37.5443, 0
37.5466, 0
37.5488, 0
37.5511, 0
37.5534, 0
37.5557, 0
37.558, 0
37.5603, 0
37.5626, 0
37.5649, 0
37.5672, 0
37.5694, 0
37.5717, 0
37.574, 0
37.5763, 0
37.5786, 0
37.5809, 0
37.5832, 0
37.5855, 0
37.5877, 0
37.59, 0
37.5923, 0
37.5946, 0
37.5969, 0
37.5992, 0
37.6015, 0
37.6038, 0
37.606, 0
37.6083, 0
37.6106, 0
37.6129, 0
37.6152, 0
37.6175, 0
37.6198, 0
37.6221, 0
37.6243, 0
37.6266, 0
37.6289, 0
37.6312, 0
37.6335, 0
37.6358, 0
37.6381, 0
37.6404, 0
37.6427, 0
37.6449, 0
37.6472, 0
37.6495, 0
37.6518, 0
37.6541, 0
37.6564, 0
37.6587, 0
37.661, 0
37.6632, 0
37.6655, 0
37.6678, 0
37.6701, 0
37.6724, 0
37.6747, 0
37.677, 0
37.6793, 0
37.6815, 0
37.6838, 0
37.6861, 0
37.6884, 0
37.6907, 0
37.693, 0
37.6953, 0
37.6976, 0
37.6998, 0
37.7021, 0
37.7044, 0
37.7067, 0
37.709, 0
37.7113, 0
37.7136, 0
37.7159, 0
37.7182, 0
37.7204, 0
37.7227, 0
37.725, 0
37.7273, 0
37.7296, 0
37.7319, 0
37.7342, 0
37.7365, 0
37.7387, 0
37.741, 0
37.7433, 0
37.7456, 0
37.7479, 0
37.7502, 0
37.7525, 0
37.7548, 0
37.757, 0
37.7593, 0
37.7616, 0
37.7639, 0
37.7662, 0
37.7685, 0
37.7708, 0
37.7731, 0
37.7753, 0
37.7776, 0
37.7799, 0
37.7822, 0
37.7845, 0
37.7868, 0
37.7891, 0
37.7914, 0
37.7937, 0
37.7959, 0
37.7982, 0
37.8005, 0
37.8028, 0
37.8051, 0
37.8074, 0
37.8097, 0
37.812, 0
37.8142, 0
37.8165, 0
37.8188, 0
37.8211, 0
37.8234, 0
37.8257, 0
37.828, 0
37.8303, 0
37.8325, 0
37.8348, 0
37.8371, 0
37.8394, 0
37.8417, 0
37.844, 0
37.8463, 0
37.8486, 0
37.8508, 0
37.8531, 0
37.8554, 0
37.8577, 0
37.86, 0
37.8623, 0
37.8646, 0
37.8669, 0
37.8692, 0
37.8714, 0
37.8737, 0
37.876, 0
37.8783, 0
37.8806, 0
37.8829, 0
37.8852, 0
37.8875, 0
37.8897, 0
37.892, 0
37.8943, 0
37.8966, 0
37.8989, 0
37.9012, 0
37.9035, 0
37.9058, 0
37.908, 0
37.9103, 0
37.9126, 0
37.9149, 0
37.9172, 0
37.9195, 0
37.9218, 0
37.9241, 0
37.9263, 0
37.9286, 0
37.9309, 0
37.9332, 0
37.9355, 0
37.9378, 0
37.9401, 0
37.9424, 0
37.9447, 0
37.9469, 0
37.9492, 0
37.9515, 0
37.9538, 0
37.9561, 0
37.9584, 0
37.9607, 0
37.963, 0
37.9652, 0
37.9675, 0
37.9698, 0
37.9721, 0
37.9744, 0
37.9767, 0
37.979, 0
37.9813, 0
37.9835, 0
37.9858, 0
37.9881, 0
37.9904, 0
37.9927, 0
37.995, 0
37.9973, 0
37.9996, 0
38.0019, 0
38.0041, 0
38.0064, 0
38.0087, 0
38.011, 0
38.0133, 0
38.0156, 0
38.0179, 0
38.0202, 0
38.0224, 0
38.0247, 0
38.027, 0
38.0293, 0
38.0316, 0
38.0339, 0
38.0362, 0
38.0385, 0
38.0407, 0
38.043, 0
38.0453, 0
38.0476, 0
38.0499, 0
38.0522, 0
38.0545, 0
38.0568, 0
38.059, 0
38.0613, 0
38.0636, 0
38.0659, 0
38.0682, 0
38.0705, 0
38.0728, 0
38.0751, 0
38.0774, 0
38.0796, 0
38.0819, 0
38.0842, 0
38.0865, 0
38.0888, 0
38.0911, 0
38.0934, 0
38.0957, 0
38.0979, 0
38.1002, 0
38.1025, 0
38.1048, 0
38.1071, 0
38.1094, 0
38.1117, 0
38.114, 0
38.1162, 0
38.1185, 0
38.1208, 0
38.1231, 0
38.1254, 0
38.1277, 0
38.13, 0
38.1323, 0
38.1345, 0
38.1368, 0
38.1391, 0
38.1414, 0
38.1437, 0
38.146, 0
38.1483, 0
38.1506, 0
38.1529, 0
38.1551, 0
38.1574, 0
38.1597, 0
38.162, 0
38.1643, 0
38.1666, 0
38.1689, 0
38.1712, 0
38.1734, 0
38.1757, 0
38.178, 0
38.1803, 0
38.1826, 0
38.1849, 0
38.1872, 0
38.1895, 0
38.1917, 0
38.194, 0
38.1963, 0
38.1986, 0
38.2009, 0
38.2032, 0
38.2055, 0
38.2078, 0
38.21, 0
38.2123, 0
38.2146, 0
38.2169, 0
38.2192, 0
38.2215, 0
38.2238, 0
38.2261, 0
38.2284, 0
38.2306, 0
38.2329, 0
38.2352, 0
38.2375, 0
38.2398, 0
38.2421, 0
38.2444, 0
38.2467, 0
38.2489, 0
38.2512, 0
38.2535, 0
38.2558, 0
38.2581, 0
38.2604, 0
38.2627, 0
38.265, 0
38.2672, 0
38.2695, 0
38.2718, 0
38.2741, 0
38.2764, 0
38.2787, 0
38.281, 0
38.2833, 0
38.2855, 0
38.2878, 0
38.2901, 0
38.2924, 0
38.2947, 0
38.297, 0
38.2993, 0
38.3016, 0
38.3039, 0
38.3061, 0
38.3084, 0
38.3107, 0
38.313, 0
38.3153, 0
38.3176, 0
38.3199, 0
38.3222, 0
38.3244, 0
38.3267, 0
38.329, 0
38.3313, 0
38.3336, 0
38.3359, 0
38.3382, 0
38.3405, 0
38.3427, 0
38.345, 0
38.3473, 0
38.3496, 0
38.3519, 0
38.3542, 0
38.3565, 0
38.3588, 0
38.361, 0
38.3633, 0
38.3656, 0
38.3679, 0
38.3702, 0
38.3725, 0
38.3748, 0
38.3771, 0
38.3794, 0
38.3816, 0
38.3839, 0
38.3862, 0
38.3885, 0
38.3908, 0
38.3931, 0
38.3954, 0
38.3977, 0
38.3999, 0
38.4022, 0
38.4045, 0
38.4068, 0
38.4091, 0
38.4114, 0
38.4137, 0
38.416, 0
38.4182, 0
38.4205, 0
38.4228, 0
38.4251, 0
38.4274, 0
38.4297, 0
38.432, 0
38.4343, 0
38.4365, 0
38.4388, 0
38.4411, 0
38.4434, 0
38.4457, 0
38.448, 0
38.4503, 0
38.4526, 0
38.4549, 0
38.4571, 0
38.4594, 0
38.4617, 0
38.464, 0
38.4663, 0
38.4686, 0
38.4709, 0
38.4732, 0
38.4754, 0
38.4777, 0
38.48, 0
38.4823, 0
38.4846, 0
38.4869, 0
38.4892, 0
38.4915, 0
38.4937, 0
38.496, 0
38.4983, 0
38.5006, 0
38.5029, 0
38.5052, 0
38.5075, 0
38.5098, 0
38.512, 0
38.5143, 0
38.5166, 0
38.5189, 0
38.5212, 0
38.5235, 0
38.5258, 0
38.5281, 0
38.5304, 0
38.5326, 0
38.5349, 0
38.5372, 0
38.5395, 0
38.5418, 0
38.5441, 0
38.5464, 0
38.5487, 0
38.5509, 0
38.5532, 0
38.5555, 0
38.5578, 0
38.5601, 0
38.5624, 0
38.5647, 0
38.567, 0
38.5692, 0
38.5715, 0
38.5738, 0
38.5761, 0
38.5784, 0
38.5807, 0
38.583, 0
38.5853, 0
38.5876, 0
38.5898, 0
38.5921, 0
38.5944, 0
38.5967, 0
38.599, 0
38.6013, 0
38.6036, 0
38.6059, 0
38.6081, 0
38.6104, 0
38.6127, 0
38.615, 0
38.6173, 0
38.6196, 0
38.6219, 0
38.6242, 0
38.6264, 0
38.6287, 0
38.631, 0
38.6333, 0
38.6356, 0
38.6379, 0
38.6402, 0
38.6425, 0
38.6447, 0
38.647, 0
38.6493, 0
38.6516, 0
38.6539, 0
38.6562, 0
38.6585, 0
38.6608, 0
38.6631, 0
38.6653, 0
38.6676, 0
38.6699, 0
38.6722, 0
38.6745, 0
38.6768, 0
38.6791, 0
38.6814, 0
38.6836, 0
38.6859, 0
38.6882, 0
38.6905, 0
38.6928, 0
38.6951, 0
38.6974, 0
38.6997, 0
38.7019, 0
38.7042, 0
38.7065, 0
38.7088, 0
38.7111, 0
38.7134, 0
38.7157, 0
38.718, 0
38.7202, 0
38.7225, 0
38.7248, 0
38.7271, 0
38.7294, 0
38.7317, 0
38.734, 0
38.7363, 0
38.7386, 0
38.7408, 0
38.7431, 0
38.7454, 0
38.7477, 0
38.75, 0
38.7523, 0
38.7546, 0
38.7569, 0
38.7591, 0
38.7614, 0
38.7637, 0
38.766, 0
38.7683, 0
38.7706, 0
38.7729, 0
38.7752, 0
38.7774, 0
38.7797, 0
38.782, 0
38.7843, 0
38.7866, 0
38.7889, 0
38.7912, 0
38.7935, 0
38.7957, 0
38.798, 0
38.8003, 0
38.8026, 0
38.8049, 0
38.8072, 0
38.8095, 0
38.8118, 0
38.8141, 0
38.8163, 0
38.8186, 0
38.8209, 0
38.8232, 0
38.8255, 0
38.8278, 0
38.8301, 0
38.8324, 0
38.8346, 0
38.8369, 0
38.8392, 0
38.8415, 0
38.8438, 0
38.8461, 0
38.8484, 0
38.8507, 0
38.8529, 0
38.8552, 0
38.8575, 0
38.8598, 0
38.8621, 0
38.8644, 0
38.8667, 0
38.869, 0
38.8712, 0
38.8735, 0
38.8758, 0
38.8781, 0
38.8804, 0
38.8827, 0
38.885, 0
38.8873, 0
38.8896, 0
38.8918, 0
38.8941, 0
38.8964, 0
38.8987, 0
38.901, 0
38.9033, 0
38.9056, 0
38.9079, 0
38.9101, 0
38.9124, 0
38.9147, 0
38.917, 0
38.9193, 0
38.9216, 0
38.9239, 0
38.9262, 0
38.9284, 0
38.9307, 0
38.933, 0
38.9353, 0
38.9376, 0
38.9399, 0
38.9422, 0
38.9445, 0
38.9467, 0
38.949, 0
38.9513, 0
38.9536, 0
38.9559, 0
38.9582, 0
38.9605, 0
38.9628, 0
38.9651, 0
38.9673, 0
38.9696, 0
38.9719, 0
38.9742, 0
38.9765, 0
38.9788, 0
38.9811, 0
38.9834, 0
38.9856, 0
38.9879, 0
38.9902, 0
38.9925, 0
38.9948, 0
38.9971, 0
38.9994, 0
39.0017, 0
39.0039, 0
39.0062, 0
39.0085, 0
39.0108, 0
39.0131, 0
39.0154, 0
39.0177, 0
39.02, 0
39.0222, 0
39.0245, 0
39.0268, 0
39.0291, 0
39.0314, 0
39.0337, 0
39.036, 0
39.0383, 0
39.0406, 0
39.0428, 0
39.0451, 0
39.0474, 0
39.0497, 0
39.052, 0
39.0543, 0
39.0566, 0
39.0589, 0
39.0611, 0
39.0634, 0
39.0657, 0
39.068, 0
39.0703, 0
39.0726, 0
39.0749, 0
39.0772, 0
39.0794, 0
39.0817, 0
39.084, 0
39.0863, 0
39.0886, 0
39.0909, 0
39.0932, 0
39.0955, 0
39.0977, 0
39.1, 0
39.1023, 0
39.1046, 0
39.1069, 0
39.1092, 0
39.1115, 0
39.1138, 0
39.1161, 0
39.1183, 0
39.1206, 0
39.1229, 0
39.1252, 0
39.1275, 0
39.1298, 0
39.1321, 0
39.1344, 0
39.1366, 0
39.1389, 0
39.1412, 0
39.1435, 0
39.1458, 0
39.1481, 0
39.1504, 0
39.1527, 0
39.1549, 0
39.1572, 0
39.1595, 0
39.1618, 0
39.1641, 0
39.1664, 0
39.1687, 0
39.171, 0
39.1732, 0
39.1755, 0
39.1778, 0
39.1801, 0
39.1824, 0
39.1847, 0
39.187, 0
39.1893, 0
39.1916, 0
39.1938, 0
39.1961, 0
39.1984, 0
39.2007, 0
39.203, 0
39.2053, 0
39.2076, 0
39.2099, 0
39.2121, 0
39.2144, 0
39.2167, 0
39.219, 0
39.2213, 0
39.2236, 0
39.2259, 0
39.2282, 0
39.2304, 0
39.2327, 0
39.235, 0
39.2373, 0
39.2396, 0
39.2419, 0
39.2442, 0
39.2465, 0
39.2488, 0
39.251, 0
39.2533, 0
39.2556, 0
39.2579, 0
39.2602, 0
39.2625, 0
39.2648, 0
39.2671, 0
39.2693, 0
39.2716, 0
39.2739, 0
39.2762, 0
39.2785, 0
39.2808, 0
39.2831, 0
39.2854, 0
39.2876, 0
39.2899, 0
39.2922, 0
39.2945, 0
39.2968, 0
39.2991, 0
39.3014, 0
39.3037, 0
39.3059, 0
39.3082, 0
39.3105, 0
39.3128, 0
39.3151, 0
39.3174, 0
39.3197, 0
39.322, 0
39.3243, 0
39.3265, 0
39.3288, 0
39.3311, 0
39.3334, 0
39.3357, 0
39.338, 0
39.3403, 0
39.3426, 0
39.3448, 0
39.3471, 0
39.3494, 0
39.3517, 0
39.354, 0
39.3563, 0
39.3586, 0
39.3609, 0
39.3631, 0
39.3654, 0
39.3677, 0
39.37, 0
39.3723, 0
39.3746, 0
39.3769, 0
39.3792, 0
39.3814, 0
39.3837, 0
39.386, 0
39.3883, 0
39.3906, 0
39.3929, 0
39.3952, 0
39.3975, 0
39.3998, 0
39.402, 0
39.4043, 0
39.4066, 0
39.4089, 0
39.4112, 0
39.4135, 0
39.4158, 0
39.4181, 0
39.4203, 0
39.4226, 0
39.4249, 0
39.4272, 0
39.4295, 0
39.4318, 0
39.4341, 0
39.4364, 0
39.4386, 0
39.4409, 0
39.4432, 0
39.4455, 0
39.4478, 0
39.4501, 0
39.4524, 0
39.4547, 0
39.4569, 0
39.4592, 0
39.4615, 0
39.4638, 0
39.4661, 0
39.4684, 0
39.4707, 0
39.473, 0
39.4753, 0
39.4775, 0
39.4798, 0
39.4821, 0
39.4844, 0
39.4867, 0
39.489, 0
39.4913, 0
39.4936, 0
39.4958, 0
39.4981, 0
39.5004, 0
39.5027, 0
39.505, 0
39.5073, 0
39.5096, 0
39.5119, 0
39.5141, 0
39.5164, 0
39.5187, 0
39.521, 0
39.5233, 0
39.5256, 0
39.5279, 0
39.5302, 0
39.5324, 0
39.5347, 0
39.537, 0
39.5393, 0
39.5416, 0
39.5439, 0
39.5462, 0
39.5485, 0
39.5508, 0
39.553, 0
39.5553, 0
39.5576, 0
39.5599, 0
39.5622, 0
39.5645, 0
39.5668, 0
39.5691, 0
39.5713, 0
39.5736, 0
39.5759, 0
39.5782, 0
39.5805, 0
39.5828, 0
39.5851, 0
39.5874, 0
39.5896, 0
39.5919, 0
39.5942, 0
39.5965, 0
39.5988, 0
39.6011, 0
39.6034, 0
39.6057, 0
39.6079, 0
39.6102, 0
39.6125, 0
39.6148, 0
39.6171, 0
39.6194, 0
39.6217, 0
39.624, 0
39.6263, 0
39.6285, 0
39.6308, 0
39.6331, 0
39.6354, 0
39.6377, 0
39.64, 0
39.6423, 0
39.6446, 0
39.6468, 0
39.6491, 0
39.6514, 0
39.6537, 0
39.656, 0
39.6583, 0
39.6606, 0
39.6629, 0
39.6651, 0
39.6674, 0
39.6697, 0
39.672, 0
39.6743, 0
39.6766, 0
39.6789, 0
39.6812, 0
39.6834, 0
39.6857, 0
39.688, 0
39.6903, 0
39.6926, 0
39.6949, 0
39.6972, 0
39.6995, 0
39.7018, 0
39.704, 0
39.7063, 0
39.7086, 0
39.7109, 0
39.7132, 0
39.7155, 0
39.7178, 0
39.7201, 0
39.7223, 0
39.7246, 0
39.7269, 0
39.7292, 0
39.7315, 0
39.7338, 0
39.7361, 0
39.7384, 0
39.7406, 0
39.7429, 0
39.7452, 0
39.7475, 0
39.7498, 0
39.7521, 0
39.7544, 0
39.7567, 0
39.7589, 0
39.7612, 0
39.7635, 0
39.7658, 0
39.7681, 0
39.7704, 0
39.7727, 0
39.775, 0
39.7773, 0
39.7795, 0
39.7818, 0
39.7841, 0
39.7864, 0
39.7887, 0
39.791, 0
39.7933, 0
39.7956, 0
39.7978, 0
39.8001, 0
39.8024, 0
39.8047, 0
39.807, 0
39.8093, 0
39.8116, 0
39.8139, 0
39.8161, 0
39.8184, 0
39.8207, 0
39.823, 0
39.8253, 0
39.8276, 0
39.8299, 0
39.8322, 0
39.8345, 0
39.8367, 0
39.839, 0
39.8413, 0
39.8436, 0
39.8459, 0
39.8482, 0
39.8505, 0
39.8528, 0
39.855, 0
39.8573, 0
39.8596, 0
39.8619, 0
39.8642, 0
39.8665, 0
39.8688, 0
39.8711, 0
39.8733, 0
39.8756, 0
39.8779, 0
39.8802, 0
39.8825, 0
39.8848, 0
39.8871, 0
39.8894, 0
39.8916, 0
39.8939, 0
39.8962, 0
39.8985, 0
39.9008, 0
39.9031, 0
39.9054, 0
39.9077, 0
39.91, 0
39.9122, 0
39.9145, 0
39.9168, 0
39.9191, 0
39.9214, 0
39.9237, 0
39.926, 0
39.9283, 0
39.9305, 0
39.9328, 0
39.9351, 0
39.9374, 0
39.9397, 0
39.942, 0
39.9443, 0
39.9466, 0
39.9488, 0
39.9511, 0
39.9534, 0
39.9557, 0
39.958, 0
39.9603, 0
39.9626, 0
39.9649, 0
39.9671, 0
39.9694, 0
39.9717, 0
39.974, 0
39.9763, 0
39.9786, 0
39.9809, 0
39.9832, 0
39.9855, 0
39.9877, 0
39.99, 0
39.9923, 0
39.9946, 0
39.9969, 0
39.9992, 0
40.0015, 0
40.0038, 0
40.006, 0
40.0083, 0
40.0106, 0
40.0129, 0
40.0152, 0
40.0175, 0
40.0198, 0
40.0221, 0
40.0243, 0
40.0266, 0
40.0289, 0
40.0312, 0
40.0335, 0
40.0358, 0
40.0381, 0
40.0404, 0
40.0426, 0
40.0449, 0
40.0472, 0
40.0495, 0
40.0518, 0
40.0541, 0
40.0564, 0
40.0587, 0
40.061, 0
40.0632, 0
40.0655, 0
40.0678, 0
40.0701, 0
40.0724, 0
40.0747, 0
40.077, 0
40.0793, 0
40.0815, 0
40.0838, 0
40.0861, 0
40.0884, 0
40.0907, 0
40.093, 0
40.0953, 0
40.0976, 0
40.0998, 0
40.1021, 0
40.1044, 0
40.1067, 0
40.109, 0
40.1113, 0
40.1136, 0
40.1159, 0
40.1181, 0
40.1204, 0
40.1227, 0
40.125, 0
40.1273, 0
40.1296, 0
40.1319, 0
40.1342, 0
40.1365, 0
40.1387, 0
40.141, 0
40.1433, 0
40.1456, 0
40.1479, 0
40.1502, 0
40.1525, 0
40.1548, 0
40.157, 0
40.1593, 0
40.1616, 0
40.1639, 0
40.1662, 0
40.1685, 0
40.1708, 0
40.1731, 0
40.1753, 0
40.1776, 0
40.1799, 0
40.1822, 0
40.1845, 0
40.1868, 0
40.1891, 0
40.1914, 0
40.1936, 0
40.1959, 0
40.1982, 0
40.2005, 0
40.2028, 0
40.2051, 0
40.2074, 0
40.2097, 0
40.212, 0
40.2142, 0
40.2165, 0
40.2188, 0
40.2211, 0
40.2234, 0
40.2257, 0
40.228, 0
40.2303, 0
40.2325, 0
40.2348, 0
40.2371, 0
40.2394, 0
40.2417, 0
40.244, 0
40.2463, 0
40.2486, 0
40.2508, 0
40.2531, 0
40.2554, 0
40.2577, 0
40.26, 0
40.2623, 0
40.2646, 0
40.2669, 0
40.2691, 0
40.2714, 0
40.2737, 0
40.276, 0
40.2783, 0
40.2806, 0
40.2829, 0
40.2852, 0
40.2875, 0
40.2897, 0
40.292, 0
40.2943, 0
40.2966, 0
40.2989, 0
40.3012, 0
40.3035, 0
40.3058, 0
40.308, 0
40.3103, 0
40.3126, 0
40.3149, 0
40.3172, 0
40.3195, 0
40.3218, 0
40.3241, 0
40.3263, 0
40.3286, 0
40.3309, 0
40.3332, 0
40.3355, 0
40.3378, 0
40.3401, 0
40.3424, 0
40.3446, 0
40.3469, 0
40.3492, 0
40.3515, 0
40.3538, 0
40.3561, 0
40.3584, 0
40.3607, 0
40.363, 0
40.3652, 0
40.3675, 0
40.3698, 0
40.3721, 0
40.3744, 0
40.3767, 0
40.379, 0
40.3813, 0
40.3835, 0
40.3858, 0
40.3881, 0
40.3904, 0
40.3927, 0
40.395, 0
40.3973, 0
40.3996, 0
40.4018, 0
40.4041, 0
40.4064, 0
40.4087, 0
40.411, 0
40.4133, 0
40.4156, 0
40.4179, 0
40.4201, 0
40.4224, 0
40.4247, 0
40.427, 0
40.4293, 0
40.4316, 0
40.4339, 0
40.4362, 0
40.4385, 0
40.4407, 0
40.443, 0
40.4453, 0
40.4476, 0
40.4499, 0
40.4522, 0
40.4545, 0
40.4568, 0
40.459, 0
40.4613, 0
40.4636, 0
40.4659, 0
40.4682, 0
40.4705, 0
40.4728, 0
40.4751, 0
40.4773, 0
40.4796, 0
40.4819, 0
40.4842, 0
40.4865, 0
40.4888, 0
40.4911, 0
40.4934, 0
40.4957, 0
40.4979, 0
40.5002, 0
40.5025, 0
40.5048, 0
40.5071, 0
40.5094, 0
40.5117, 0
40.514, 0
40.5162, 0
40.5185, 0
40.5208, 0
40.5231, 0
40.5254, 0
40.5277, 0
40.53, 0
40.5323, 0
40.5345, 0
40.5368, 0
40.5391, 0
40.5414, 0
40.5437, 0
40.546, 0
40.5483, 0
40.5506, 0
40.5528, 0
40.5551, 0
40.5574, 0
40.5597, 0
40.562, 0
40.5643, 0
40.5666, 0
40.5689, 0
40.5712, 0
40.5734, 0
40.5757, 0
40.578, 0
40.5803, 0
40.5826, 0
40.5849, 0
40.5872, 0
40.5895, 0
40.5917, 0
40.594, 0
40.5963, 0
40.5986, 0
40.6009, 0
40.6032, 0
40.6055, 0
40.6078, 0
40.61, 0
40.6123, 0
40.6146, 0
40.6169, 0
40.6192, 0
40.6215, 0
40.6238, 0
40.6261, 0
40.6283, 0
40.6306, 0
40.6329, 0
40.6352, 0
40.6375, 0
40.6398, 0
40.6421, 0
40.6444, 0
40.6467, 0
40.6489, 0
40.6512, 0
40.6535, 0
40.6558, 0
40.6581, 0
40.6604, 0
40.6627, 0
40.665, 0
40.6672, 0
40.6695, 0
40.6718, 0
40.6741, 0
40.6764, 0
40.6787, 0
40.681, 0
40.6833, 0
40.6855, 0
40.6878, 0
40.6901, 0
40.6924, 0
40.6947, 0
40.697, 0
40.6993, 0
40.7016, 0
40.7038, 0
40.7061, 0
40.7084, 0
40.7107, 0
40.713, 0
40.7153, 0
40.7176, 0
40.7199, 0
40.7222, 0
40.7244, 0
40.7267, 0
40.729, 0
40.7313, 0
40.7336, 0
40.7359, 0
40.7382, 0
40.7405, 0
40.7427, 0
40.745, 0
40.7473, 0
40.7496, 0
40.7519, 0
40.7542, 0
40.7565, 0
40.7588, 0
40.761, 0
40.7633, 0
40.7656, 0
40.7679, 0
40.7702, 0
40.7725, 0
40.7748, 0
40.7771, 0
40.7793, 0
40.7816, 0
40.7839, 0
40.7862, 0
40.7885, 0
40.7908, 0
40.7931, 0
40.7954, 0
40.7977, 0
40.7999, 0
40.8022, 0
40.8045, 0
40.8068, 0
40.8091, 0
40.8114, 0
40.8137, 0
40.816, 0
40.8182, 0
40.8205, 0
40.8228, 0
40.8251, 0
40.8274, 0
40.8297, 0
40.832, 0
40.8343, 0
40.8365, 0
40.8388, 0
40.8411, 0
40.8434, 0
40.8457, 0
40.848, 0
40.8503, 0
40.8526, 0
40.8548, 0
40.8571, 0
40.8594, 0
40.8617, 0
40.864, 0
40.8663, 0
40.8686, 0
40.8709, 0
40.8732, 0
40.8754, 0
40.8777, 0
40.88, 0
40.8823, 0
40.8846, 0
40.8869, 0
40.8892, 0
40.8915, 0
40.8937, 0
40.896, 0
40.8983, 0
40.9006, 0
40.9029, 0
40.9052, 0
40.9075, 0
40.9098, 0
40.912, 0
40.9143, 0
40.9166, 0
40.9189, 0
40.9212, 0
40.9235, 0
40.9258, 0
40.9281, 0
40.9303, 0
40.9326, 0
40.9349, 0
40.9372, 0
40.9395, 0
40.9418, 0
40.9441, 0
40.9464, 0
40.9487, 0
40.9509, 0
40.9532, 0
40.9555, 0
40.9578, 0
40.9601, 0
40.9624, 0
40.9647, 0
40.967, 0
40.9692, 0
40.9715, 0
40.9738, 0
40.9761, 0
40.9784, 0
40.9807, 0
40.983, 0
40.9853, 0
40.9875, 0
40.9898, 0
40.9921, 0
40.9944, 0
40.9967, 0
40.999, 0
41.0013, 0
41.0036, 0
41.0058, 0
41.0081, 0
41.0104, 0
41.0127, 0
41.015, 0
41.0173, 0
41.0196, 0
41.0219, 0
41.0242, 0
41.0264, 0
41.0287, 0
41.031, 0
41.0333, 0
41.0356, 0
41.0379, 0
41.0402, 0
41.0425, 0
41.0447, 0
41.047, 0
41.0493, 0
41.0516, 0
41.0539, 0
41.0562, 0
41.0585, 0
41.0608, 0
41.063, 0
41.0653, 0
41.0676, 0
41.0699, 0
41.0722, 0
41.0745, 0
41.0768, 0
41.0791, 0
41.0814, 0
41.0836, 0
41.0859, 0
41.0882, 0
41.0905, 0
41.0928, 0
41.0951, 0
41.0974, 0
41.0997, 0
41.1019, 0
41.1042, 0
41.1065, 0
41.1088, 0
41.1111, 0
41.1134, 0
41.1157, 0
41.118, 0
41.1202, 0
41.1225, 0
41.1248, 0
41.1271, 0
41.1294, 0
41.1317, 0
41.134, 0
41.1363, 0
41.1385, 0
41.1408, 0
41.1431, 0
41.1454, 0
41.1477, 0
41.15, 0
41.1523, 0
41.1546, 0
41.1569, 0
41.1591, 0
41.1614, 0
41.1637, 0
41.166, 0
41.1683, 0
41.1706, 0
41.1729, 0
41.1752, 0
41.1774, 0
41.1797, 0
41.182, 0
41.1843, 0
41.1866, 0
41.1889, 0
41.1912, 0
41.1935, 0
41.1957, 0
41.198, 0
41.2003, 0
41.2026, 0
41.2049, 0
41.2072, 0
41.2095, 0
41.2118, 0
41.214, 0
41.2163, 0
41.2186, 0
41.2209, 0
41.2232, 0
41.2255, 0
41.2278, 0
41.2301, 0
41.2324, 0
41.2346, 0
41.2369, 0
41.2392, 0
41.2415, 0
41.2438, 0
41.2461, 0
41.2484, 0
41.2507, 0
41.2529, 0
41.2552, 0
41.2575, 0
41.2598, 0
41.2621, 0
41.2644, 0
41.2667, 0
41.269, 0
41.2712, 0
41.2735, 0
41.2758, 0
41.2781, 0
41.2804, 0
41.2827, 0
41.285, 0
41.2873, 0
41.2895, 0
41.2918, 0
41.2941, 0
41.2964, 0
41.2987, 0
41.301, 0
41.3033, 0
41.3056, 0
41.3079, 0
41.3101, 0
41.3124, 0
41.3147, 0
41.317, 0
41.3193, 0
41.3216, 0
41.3239, 0
41.3262, 0
41.3284, 0
41.3307, 0
41.333, 0
41.3353, 0
41.3376, 0
