121.1_0_331:E: Re(Ez) vs t, x=1.211e-07(m), y=0(m), z=3.31e-07(m) 

t(fs), Re(Ez)
70.4258, -0.0833978
70.4281, -0.0816549
70.4304, -0.0798392
70.4327, -0.077957
70.435, -0.0760254
70.4373, -0.0740094
70.4396, -0.0719217
70.4418, -0.0698065
70.4441, -0.0676434
70.4464, -0.0654284
70.4487, -0.0631908
70.451, -0.0609235
70.4533, -0.0586506
70.4556, -0.056344
70.4579, -0.0540297
70.4601, -0.0517255
70.4624, -0.0494169
70.4647, -0.0471295
70.467, -0.0448681
70.4693, -0.0426156
70.4716, -0.0403897
70.4739, -0.0381856
70.4762, -0.0360335
70.4784, -0.0339334
70.4807, -0.0318507
70.483, -0.0298035
70.4853, -0.0278293
70.4876, -0.0258981
70.4899, -0.0240035
70.4922, -0.0221686
70.4945, -0.0203747
70.4967, -0.0186449
70.499, -0.0169414
70.5013, -0.015295
70.5036, -0.0137073
70.5059, -0.0121317
70.5082, -0.010602
70.5105, -0.00910921
70.5128, -0.00762496
70.5151, -0.00619046
70.5173, -0.00475773
70.5196, -0.00333679
70.5219, -0.00192796
70.5242, -0.000534791
70.5265, 0.000858717
70.5288, 0.00225679
70.5311, 0.00366639
70.5334, 0.00512032
70.5356, 0.00657122
70.5379, 0.00804119
70.5402, 0.00956172
70.5425, 0.0111056
70.5448, 0.0126773
70.5471, 0.014294
70.5494, 0.0159816
70.5517, 0.0176766
70.5539, 0.019448
70.5562, 0.0212594
70.5585, 0.0231143
70.5608, 0.0250273
70.5631, 0.0269766
70.5654, 0.0290095
70.5677, 0.0310606
70.57, 0.0331547
70.5723, 0.0353058
70.5745, 0.0374926
70.5768, 0.039736
70.5791, 0.0419982
70.5814, 0.0442934
70.5837, 0.0466189
70.586, 0.0489698
70.5883, 0.0513267
70.5906, 0.0536981
70.5928, 0.0560809
70.5951, 0.0584393
70.5974, 0.0607964
70.5997, 0.0631439
70.602, 0.0654893
70.6043, 0.0678074
70.6066, 0.0701069
70.6089, 0.0723463
70.6111, 0.0745343
70.6134, 0.0766966
70.6157, 0.0787985
70.618, 0.0808465
70.6203, 0.0828328
70.6226, 0.0847607
70.6249, 0.0866255
70.6272, 0.0884178
70.6294, 0.0901274
70.6317, 0.0917628
70.634, 0.0933325
70.6363, 0.0948192
70.6386, 0.0962194
70.6409, 0.0975553
70.6432, 0.0988144
70.6455, 0.0999993
70.6478, 0.101108
70.65, 0.102145
70.6523, 0.103106
70.6546, 0.104006
70.6569, 0.104851
70.6592, 0.105637
70.6615, 0.106369
70.6638, 0.10704
70.6661, 0.107674
70.6683, 0.108268
70.6706, 0.108811
70.6729, 0.109345
70.6752, 0.109835
70.6775, 0.110296
70.6798, 0.110772
70.6821, 0.111196
70.6844, 0.11164
70.6866, 0.112084
70.6889, 0.112505
70.6912, 0.112928
70.6935, 0.113356
70.6958, 0.113797
70.6981, 0.114272
70.7004, 0.114747
70.7027, 0.115234
70.7049, 0.115728
70.7072, 0.116257
70.7095, 0.116775
70.7118, 0.117331
70.7141, 0.117895
70.7164, 0.118462
70.7187, 0.119046
70.721, 0.119641
70.7233, 0.120236
70.7255, 0.120834
70.7278, 0.121462
70.7301, 0.122054
70.7324, 0.122644
70.7347, 0.123226
70.737, 0.123787
70.7393, 0.124337
70.7416, 0.124844
70.7438, 0.125326
70.7461, 0.125764
70.7484, 0.126173
70.7507, 0.126533
70.753, 0.126827
70.7553, 0.127076
70.7576, 0.127276
70.7599, 0.12743
70.7621, 0.127485
70.7644, 0.127485
70.7667, 0.127411
70.769, 0.12726
70.7713, 0.127036
70.7736, 0.126745
70.7759, 0.126374
70.7782, 0.125942
70.7804, 0.125432
70.7827, 0.124833
70.785, 0.124174
70.7873, 0.123424
70.7896, 0.122593
70.7919, 0.121731
70.7942, 0.120771
70.7965, 0.119799
70.7988, 0.11876
70.801, 0.11765
70.8033, 0.116495
70.8056, 0.11533
70.8079, 0.114133
70.8102, 0.112879
70.8125, 0.111624
70.8148, 0.110351
70.8171, 0.109064
70.8193, 0.10778
70.8216, 0.106501
70.8239, 0.105216
70.8262, 0.103966
70.8285, 0.102727
70.8308, 0.101495
70.8331, 0.100313
70.8354, 0.0991651
70.8376, 0.0980407
70.8399, 0.0969694
70.8422, 0.0959257
70.8445, 0.0949479
70.8468, 0.094009
70.8491, 0.093115
70.8514, 0.09227
70.8537, 0.0914665
70.8559, 0.0907145
70.8582, 0.0900128
70.8605, 0.0893495
70.8628, 0.0887428
70.8651, 0.0881649
70.8674, 0.0875935
70.8697, 0.0870796
70.872, 0.0866075
70.8743, 0.0861198
70.8765, 0.0856676
70.8788, 0.0852307
70.8811, 0.0847878
70.8834, 0.0843611
70.8857, 0.0838952
70.888, 0.0834226
70.8903, 0.0829182
70.8926, 0.0824203
70.8948, 0.0818371
70.8971, 0.0812148
70.8994, 0.0805716
70.9017, 0.079868
70.904, 0.0790832
70.9063, 0.0782366
70.9086, 0.0773143
70.9109, 0.0763237
70.9131, 0.0752457
70.9154, 0.0740972
70.9177, 0.0728635
70.92, 0.0715316
70.9223, 0.0701064
70.9246, 0.0685822
70.9269, 0.0669728
70.9292, 0.0652798
70.9314, 0.0635152
70.9337, 0.0616372
70.936, 0.0596768
70.9383, 0.0576279
70.9406, 0.0555217
70.9429, 0.0533334
70.9452, 0.0510815
70.9475, 0.0487496
70.9498, 0.0463856
70.952, 0.0439649
70.9543, 0.041508
70.9566, 0.0390057
70.9589, 0.0364912
70.9612, 0.0339458
70.9635, 0.0314012
70.9658, 0.0288452
70.9681, 0.0263109
70.9703, 0.0237895
70.9726, 0.0212828
70.9749, 0.0188112
70.9772, 0.0163618
70.9795, 0.0139696
70.9818, 0.0116399
70.9841, 0.00937667
70.9864, 0.00716073
70.9886, 0.00501643
70.9909, 0.00295936
70.9932, 0.000987919
70.9955, -0.000925299
70.9978, -0.00273679
71.0001, -0.00444409
71.0024, -0.00606821
71.0047, -0.00761604
71.0069, -0.00907818
71.0092, -0.010445
71.0115, -0.0116996
71.0138, -0.0128791
71.0161, -0.0139777
71.0184, -0.0149983
71.0207, -0.0159447
71.023, -0.0168255
71.0253, -0.0176294
71.0275, -0.0183902
71.0298, -0.0190976
71.0321, -0.0197279
71.0344, -0.02035
71.0367, -0.020913
71.039, -0.021487
71.0413, -0.0220425
71.0436, -0.0225783
71.0458, -0.0231277
71.0481, -0.0236704
71.0504, -0.0242431
71.0527, -0.0248331
71.055, -0.0254399
71.0573, -0.0261078
71.0596, -0.0268079
71.0619, -0.0275645
71.0641, -0.0283698
71.0664, -0.0292521
71.0687, -0.0301875
71.071, -0.0311883
71.0733, -0.0322786
71.0756, -0.0334453
71.0779, -0.0346624
71.0802, -0.0359733
71.0824, -0.0373588
71.0847, -0.0388353
71.087, -0.0403638
71.0893, -0.0419881
71.0916, -0.0436828
71.0939, -0.0454273
71.0962, -0.0472326
71.0985, -0.0491332
71.1008, -0.0510628
71.103, -0.05304
71.1053, -0.0550825
71.1076, -0.0571364
71.1099, -0.0592231
71.1122, -0.0613421
71.1145, -0.0634823
71.1168, -0.0656105
71.1191, -0.0677308
71.1213, -0.0698521
71.1236, -0.0719748
71.1259, -0.0740383
71.1282, -0.0760792
71.1305, -0.0780866
71.1328, -0.0800483
71.1351, -0.0819529
71.1374, -0.0837913
71.1396, -0.085562
71.1419, -0.0872605
71.1442, -0.0888886
71.1465, -0.0904254
71.1488, -0.0918781
71.1511, -0.0932661
71.1534, -0.0945414
71.1557, -0.0957009
71.1579, -0.0967759
71.1602, -0.0977629
71.1625, -0.0986621
71.1648, -0.0994555
71.1671, -0.10017
71.1694, -0.100785
71.1717, -0.101288
71.174, -0.101703
71.1763, -0.10204
71.1785, -0.102309
71.1808, -0.102519
71.1831, -0.102651
71.1854, -0.102682
71.1877, -0.102667
71.19, -0.102608
71.1923, -0.102492
71.1946, -0.102344
71.1968, -0.102153
71.1991, -0.101934
71.2014, -0.101682
71.2037, -0.101407
71.206, -0.101104
71.2083, -0.100815
71.2106, -0.100508
71.2129, -0.100212
71.2151, -0.0999103
71.2174, -0.099616
71.2197, -0.0993346
71.222, -0.0990544
71.2243, -0.0988082
71.2266, -0.0985988
71.2289, -0.0983851
71.2312, -0.0981784
71.2335, -0.0979846
71.2357, -0.0978329
71.238, -0.0976889
71.2403, -0.0975803
71.2426, -0.097469
71.2449, -0.0973668
71.2472, -0.0972851
71.2495, -0.0972276
71.2518, -0.0971694
71.254, -0.0970968
71.2563, -0.0970207
71.2586, -0.0969364
71.2609, -0.09684
71.2632, -0.0967227
71.2655, -0.0965827
71.2678, -0.0964146
71.2701, -0.0962324
71.2723, -0.0960205
71.2746, -0.0957518
71.2769, -0.0954295
71.2792, -0.0950688
71.2815, -0.094644
71.2838, -0.0941736
71.2861, -0.0936559
71.2884, -0.0930505
71.2906, -0.0923835
71.2929, -0.0916633
71.2952, -0.0908772
71.2975, -0.0900046
71.2998, -0.0890784
71.3021, -0.0880971
71.3044, -0.0870452
71.3067, -0.0858923
71.309, -0.084705
71.3112, -0.0834561
71.3135, -0.0821524
71.3158, -0.0807869
71.3181, -0.0793621
71.3204, -0.0778944
71.3227, -0.0763948
71.325, -0.0748333
71.3273, -0.0732633
71.3295, -0.071643
71.3318, -0.0700093
71.3341, -0.0683802
71.3364, -0.0667455
71.3387, -0.0650728
71.341, -0.0634162
71.3433, -0.0617628
71.3456, -0.0601179
71.3478, -0.0585118
71.3501, -0.0568941
71.3524, -0.0553326
71.3547, -0.0537975
71.357, -0.0522939
71.3593, -0.0508232
71.3616, -0.0494132
71.3639, -0.0480482
71.3661, -0.0467124
71.3684, -0.0454208
71.3707, -0.0442011
71.373, -0.0430252
71.3753, -0.0419158
71.3776, -0.0408188
71.3799, -0.0397961
71.3822, -0.038804
71.3845, -0.0378655
71.3867, -0.0369804
71.389, -0.0361041
71.3913, -0.0352711
71.3936, -0.0344786
71.3959, -0.0336944
71.3982, -0.0329407
71.4005, -0.032203
71.4028, -0.0314729
71.405, -0.0307428
71.4073, -0.03001
71.4096, -0.0292563
71.4119, -0.0284918
71.4142, -0.027725
71.4165, -0.0268966
71.4188, -0.0260637
71.4211, -0.025184
71.4233, -0.024261
71.4256, -0.0232779
71.4279, -0.022254
71.4302, -0.0211724
71.4325, -0.0200269
71.4348, -0.0188083
71.4371, -0.0175239
71.4394, -0.0161737
71.4416, -0.014755
71.4439, -0.0132656
71.4462, -0.0117014
71.4485, -0.010074
71.4508, -0.00837767
71.4531, -0.00660919
71.4554, -0.00476231
71.4577, -0.00288044
71.46, -0.000930806
71.4622, 0.00108037
71.4645, 0.00311131
71.4668, 0.00520111
71.4691, 0.00733755
71.4714, 0.00949731
71.4737, 0.0116871
71.476, 0.0138822
71.4783, 0.0160779
71.4805, 0.0182861
71.4828, 0.0204969
71.4851, 0.0226899
71.4874, 0.0248411
71.4897, 0.0269694
71.492, 0.0290599
71.4943, 0.0311056
71.4966, 0.0330966
71.4988, 0.0350452
71.5011, 0.0369129
71.5034, 0.0387071
71.5057, 0.0404036
71.508, 0.042045
71.5103, 0.0435889
71.5126, 0.0450324
71.5149, 0.0464034
71.5171, 0.0476552
71.5194, 0.0487906
71.5217, 0.0498486
71.524, 0.0508048
71.5263, 0.0516574
71.5286, 0.0524013
71.5309, 0.0530395
71.5332, 0.0535805
71.5355, 0.0540253
71.5377, 0.0543852
71.54, 0.0546592
71.5423, 0.0548372
71.5446, 0.0549783
71.5469, 0.0550208
71.5492, 0.0549835
71.5515, 0.0548878
71.5538, 0.054756
71.556, 0.0545845
71.5583, 0.0543599
71.5606, 0.0541015
71.5629, 0.0538392
71.5652, 0.0535647
71.5675, 0.0532666
71.5698, 0.0529679
71.5721, 0.0526933
71.5743, 0.0524339
71.5766, 0.0521891
71.5789, 0.0519771
71.5812, 0.0517949
71.5835, 0.0516649
71.5858, 0.051569
71.5881, 0.0515319
71.5904, 0.0515617
71.5926, 0.05163
71.5949, 0.0517598
71.5972, 0.0519722
71.5995, 0.0522378
71.6018, 0.0525493
71.6041, 0.0529544
71.6064, 0.0534064
71.6087, 0.0539445
71.611, 0.0545299
71.6132, 0.0551729
71.6155, 0.055878
71.6178, 0.0566234
71.6201, 0.0574302
71.6224, 0.0582814
71.6247, 0.0591547
71.627, 0.0600769
71.6293, 0.0610269
71.6315, 0.0620082
71.6338, 0.0629794
71.6361, 0.0639669
71.6384, 0.0649654
71.6407, 0.0659456
71.643, 0.0669154
71.6453, 0.0678711
71.6476, 0.06879
71.6498, 0.0696786
71.6521, 0.0705357
71.6544, 0.0713395
71.6567, 0.0721022
71.659, 0.0728071
71.6613, 0.0734414
71.6636, 0.0740194
71.6659, 0.0745121
71.6681, 0.0749417
71.6704, 0.0753053
71.6727, 0.0755687
71.675, 0.075786
71.6773, 0.0759078
71.6796, 0.0759325
71.6819, 0.0758812
71.6842, 0.0757609
71.6865, 0.0755516
71.6887, 0.0752561
71.691, 0.074885
71.6933, 0.0744578
71.6956, 0.0739427
71.6979, 0.0733542
71.7002, 0.0727063
71.7025, 0.0719961
71.7048, 0.0712303
71.707, 0.0704337
71.7093, 0.0695696
71.7116, 0.068659
71.7139, 0.0677041
71.7162, 0.0667468
71.7185, 0.0657443
71.7208, 0.0647134
71.7231, 0.063683
71.7253, 0.0626435
71.7276, 0.0615723
71.7299, 0.0604928
71.7322, 0.0594276
71.7345, 0.058372
71.7368, 0.0573246
71.7391, 0.0562862
71.7414, 0.0552453
71.7436, 0.054236
71.7459, 0.0532454
71.7482, 0.0522604
71.7505, 0.051297
71.7528, 0.0503374
71.7551, 0.0494259
71.7574, 0.0485349
71.7597, 0.0476393
71.762, 0.0467647
71.7642, 0.0459039
71.7665, 0.0450769
71.7688, 0.0442596
71.7711, 0.0434387
71.7734, 0.0425941
71.7757, 0.0417999
71.778, 0.0410057
71.7803, 0.0401833
71.7825, 0.0393721
71.7848, 0.0385477
71.7871, 0.037708
71.7894, 0.0368394
71.7917, 0.0359568
71.794, 0.0350603
71.7963, 0.0341376
71.7986, 0.0331973
71.8008, 0.0322216
71.8031, 0.0312126
71.8054, 0.0301565
71.8077, 0.0290672
71.81, 0.027937
71.8123, 0.0267895
71.8146, 0.0255878
71.8169, 0.0243429
71.8192, 0.0230617
71.8214, 0.0217546
71.8237, 0.0204102
71.826, 0.0190215
71.8283, 0.0175909
71.8306, 0.016157
71.8329, 0.0146837
71.8352, 0.0131857
71.8375, 0.011669
71.8397, 0.0101042
71.842, 0.00853993
71.8443, 0.00696231
71.8466, 0.00538088
71.8489, 0.0038037
71.8512, 0.00222464
71.8535, 0.00064756
71.8558, -0.000908071
71.858, -0.00246897
71.8603, -0.0040075
71.8626, -0.00552669
71.8649, -0.00700732
71.8672, -0.00848021
71.8695, -0.00991447
71.8718, -0.0113109
71.8741, -0.0126678
71.8763, -0.0140014
71.8786, -0.0152689
71.8809, -0.0165195
71.8832, -0.0177148
71.8855, -0.0188376
71.8878, -0.0199396
71.8901, -0.0210133
71.8924, -0.0220423
71.8947, -0.0230185
71.8969, -0.0239545
71.8992, -0.0248351
71.9015, -0.0257032
71.9038, -0.0265393
71.9061, -0.0273278
71.9084, -0.0280908
71.9107, -0.0288211
71.913, -0.0295553
71.9152, -0.0302668
71.9175, -0.0309631
71.9198, -0.0316635
71.9221, -0.0323423
71.9244, -0.0330205
71.9267, -0.0337343
71.929, -0.0344168
71.9313, -0.035153
71.9335, -0.0358947
71.9358, -0.0366485
71.9381, -0.0374254
71.9404, -0.0382395
71.9427, -0.0390741
71.945, -0.0399305
71.9473, -0.0408539
71.9496, -0.0417959
71.9518, -0.0427714
71.9541, -0.0437708
71.9564, -0.0448568
71.9587, -0.0459532
71.961, -0.0470769
71.9633, -0.0482351
71.9656, -0.0494287
71.9679, -0.0506688
71.9702, -0.0519151
71.9724, -0.0531916
71.9747, -0.0544777
71.977, -0.0557758
71.9793, -0.057087
71.9816, -0.0584164
71.9839, -0.0597349
71.9862, -0.0610562
71.9885, -0.0623424
71.9907, -0.0636206
71.993, -0.0648581
71.9953, -0.0660719
71.9976, -0.0672468
71.9999, -0.0683916
72.0022, -0.0694805
72.0045, -0.0704931
72.0068, -0.071443
72.009, -0.0723197
72.0113, -0.0731348
72.0136, -0.0738844
72.0159, -0.0745184
72.0182, -0.0750758
72.0205, -0.0755359
72.0228, -0.0759047
72.0251, -0.076189
72.0273, -0.0763619
72.0296, -0.0764381
72.0319, -0.0764121
72.0342, -0.0762926
72.0365, -0.0760567
72.0388, -0.0757496
72.0411, -0.0753326
72.0434, -0.0748376
72.0457, -0.0742145
72.0479, -0.0735421
72.0502, -0.0727748
72.0525, -0.0719166
72.0548, -0.0710294
72.0571, -0.070064
72.0594, -0.0690293
72.0617, -0.0679602
72.064, -0.0668261
72.0662, -0.0656606
72.0685, -0.0644763
72.0708, -0.0632744
72.0731, -0.062047
72.0754, -0.0608097
72.0777, -0.0596005
72.08, -0.0584056
72.0823, -0.0571992
72.0845, -0.0560167
72.0868, -0.0548949
72.0891, -0.0537842
72.0914, -0.0527208
72.0937, -0.0517029
72.096, -0.050752
72.0983, -0.0498513
72.1006, -0.0489964
72.1028, -0.0482369
72.1051, -0.0475222
72.1074, -0.0468601
72.1097, -0.0462692
72.112, -0.0457534
72.1143, -0.0452982
72.1166, -0.0449324
72.1189, -0.0446405
72.1212, -0.0443778
72.1234, -0.044184
72.1257, -0.0440546
72.128, -0.0439545
72.1303, -0.0439231
72.1326, -0.0439193
72.1349, -0.043948
72.1372, -0.0440039
72.1395, -0.0440892
72.1417, -0.0441847
72.144, -0.0442817
72.1463, -0.0443831
72.1486, -0.0444911
72.1509, -0.0445721
72.1532, -0.0446103
72.1555, -0.0446563
72.1578, -0.044662
72.16, -0.0446294
72.1623, -0.0445331
72.1646, -0.0443791
72.1669, -0.0441818
72.1692, -0.0438946
72.1715, -0.0435546
72.1738, -0.0431461
72.1761, -0.0426529
72.1783, -0.0420952
72.1806, -0.0414381
72.1829, -0.0407067
72.1852, -0.0398895
72.1875, -0.0389833
72.1898, -0.0380137
72.1921, -0.0369422
72.1944, -0.035807
72.1967, -0.034599
72.1989, -0.0333219
72.2012, -0.0319728
72.2035, -0.0305445
72.2058, -0.029069
72.2081, -0.0275341
72.2104, -0.0259455
72.2127, -0.0243194
72.215, -0.0226864
72.2172, -0.0210234
72.2195, -0.0193354
72.2218, -0.0176178
72.2241, -0.0159062
72.2264, -0.0142045
72.2287, -0.0125134
72.231, -0.0108558
72.2333, -0.0092297
72.2355, -0.00761216
72.2378, -0.00603683
72.2401, -0.00451351
72.2424, -0.00307342
72.2447, -0.00168546
72.247, -0.000336056
72.2493, 0.000934161
72.2516, 0.0021389
72.2538, 0.00324437
72.2561, 0.00427227
72.2584, 0.00523416
72.2607, 0.006098
72.263, 0.00688
72.2653, 0.00758517
72.2676, 0.0081847
72.2699, 0.0087196
72.2722, 0.00915861
72.2744, 0.00953081
72.2767, 0.00982195
72.279, 0.0100309
72.2813, 0.0101785
72.2836, 0.0102695
72.2859, 0.010302
72.2882, 0.0102796
72.2905, 0.0101825
72.2927, 0.0100717
72.295, 0.00991364
72.2973, 0.00969857
72.2996, 0.00949977
72.3019, 0.00925206
72.3042, 0.00902031
72.3065, 0.00878107
72.3088, 0.00852681
72.311, 0.00827459
72.3133, 0.00803602
72.3156, 0.00781009
72.3179, 0.00761143
72.3202, 0.00742887
72.3225, 0.00732454
72.3248, 0.00722212
72.3271, 0.00713283
72.3293, 0.00711962
72.3316, 0.00713355
72.3339, 0.00717126
72.3362, 0.00726774
72.3385, 0.00742008
72.3408, 0.00758395
72.3431, 0.00779424
72.3454, 0.00805926
72.3477, 0.00835865
72.3499, 0.00869391
72.3522, 0.00905116
72.3545, 0.0094338
72.3568, 0.00983107
72.3591, 0.0102573
72.3614, 0.0107112
72.3637, 0.0111586
72.366, 0.0116143
72.3682, 0.0120493
72.3705, 0.0124797
72.3728, 0.0129015
72.3751, 0.0133103
72.3774, 0.013687
72.3797, 0.0140324
72.382, 0.0143473
72.3843, 0.0145982
72.3865, 0.0148092
72.3888, 0.0149864
72.3911, 0.0150854
72.3934, 0.0151236
72.3957, 0.0151134
72.398, 0.0150111
72.4003, 0.0148292
72.4026, 0.0145997
72.4048, 0.0143017
72.4071, 0.0139212
72.4094, 0.0134664
72.4117, 0.0129305
72.414, 0.012305
72.4163, 0.0116213
72.4186, 0.0108791
72.4209, 0.0100561
72.4232, 0.00916173
72.4254, 0.00821791
72.4277, 0.00717901
72.43, 0.00611441
72.4323, 0.00501187
72.4346, 0.00384394
72.4369, 0.00262944
72.4392, 0.00141109
72.4415, 0.000153018
72.4437, -0.00112657
72.446, -0.0024206
72.4483, -0.00374122
72.4506, -0.00505809
72.4529, -0.00638266
72.4552, -0.00769794
72.4575, -0.00900196
72.4598, -0.0102866
72.462, -0.0115635
72.4643, -0.0128085
72.4666, -0.0140113
72.4689, -0.0152068
72.4712, -0.0163548
72.4735, -0.0174513
72.4758, -0.0185113
72.4781, -0.0195459
72.4804, -0.0205374
72.4826, -0.02146
72.4849, -0.0223776
72.4872, -0.023243
72.4895, -0.0240581
72.4918, -0.0248303
72.4941, -0.0255779
72.4964, -0.0262872
72.4987, -0.026966
72.5009, -0.0276234
72.5032, -0.0282482
72.5055, -0.0288642
72.5078, -0.0294613
72.5101, -0.0300442
72.5124, -0.0306367
72.5147, -0.0312375
72.517, -0.0318257
72.5192, -0.0324094
72.5215, -0.0330312
72.5238, -0.0336787
72.5261, -0.0343428
72.5284, -0.035044
72.5307, -0.0357761
72.533, -0.036558
72.5353, -0.0373678
72.5375, -0.0382316
72.5398, -0.0391654
72.5421, -0.0401215
72.5444, -0.0411437
72.5467, -0.0422288
72.549, -0.0433427
72.5513, -0.0445332
72.5536, -0.0457718
72.5559, -0.0470902
72.5581, -0.0484379
72.5604, -0.0498348
72.5627, -0.051288
72.565, -0.0527945
72.5673, -0.0543339
72.5696, -0.0559153
72.5719, -0.0575331
72.5742, -0.0591715
72.5764, -0.0608317
72.5787, -0.0625203
72.581, -0.0642095
72.5833, -0.0658919
72.5856, -0.0675771
72.5879, -0.0692562
72.5902, -0.0709313
72.5925, -0.072562
72.5947, -0.0741857
72.597, -0.0757403
72.5993, -0.077263
72.6016, -0.0787276
72.6039, -0.0801448
72.6062, -0.0815209
72.6085, -0.0828191
72.6108, -0.0840404
72.613, -0.085167
72.6153, -0.0862143
72.6176, -0.0871916
72.6199, -0.0880733
72.6222, -0.0888874
72.6245, -0.0895918
72.6268, -0.0901947
72.6291, -0.090719
72.6314, -0.0911363
72.6336, -0.0914702
72.6359, -0.0917147
72.6382, -0.0918924
72.6405, -0.091955
72.6428, -0.0919408
72.6451, -0.0918418
72.6474, -0.0916848
72.6497, -0.0914378
72.6519, -0.0911484
72.6542, -0.0907914
72.6565, -0.0903784
72.6588, -0.0899221
72.6611, -0.0894211
72.6634, -0.0888754
72.6657, -0.0883115
72.668, -0.087721
72.6702, -0.0871243
72.6725, -0.0865071
72.6748, -0.0858815
72.6771, -0.0852593
72.6794, -0.0846603
72.6817, -0.0840624
72.684, -0.0834679
72.6863, -0.0828971
72.6885, -0.0823496
72.6908, -0.0818516
72.6931, -0.081368
72.6954, -0.0809189
72.6977, -0.0804916
72.7, -0.0800881
72.7023, -0.0797234
72.7046, -0.0793972
72.7069, -0.0791208
72.7091, -0.0788685
72.7114, -0.0786334
72.7137, -0.0784243
72.716, -0.0782257
72.7183, -0.0780631
72.7206, -0.0778812
72.7229, -0.0777419
72.7252, -0.0776044
72.7274, -0.0774533
72.7297, -0.0772707
72.732, -0.0770828
72.7343, -0.07686
72.7366, -0.076615
72.7389, -0.076352
72.7412, -0.0760071
72.7435, -0.0756449
72.7457, -0.0752077
72.748, -0.0746897
72.7503, -0.074107
72.7526, -0.0734515
72.7549, -0.0727075
72.7572, -0.0718971
72.7595, -0.0709643
72.7618, -0.0699406
72.764, -0.0688149
72.7663, -0.0675966
72.7686, -0.0662686
72.7709, -0.0648143
72.7732, -0.0632453
72.7755, -0.0615695
72.7778, -0.0597815
72.7801, -0.0578871
72.7824, -0.0558896
72.7846, -0.0538058
72.7869, -0.0515873
72.7892, -0.0492568
72.7915, -0.0468476
72.7938, -0.0443349
72.7961, -0.0417515
72.7984, -0.0390835
72.8007, -0.0363356
72.8029, -0.0335091
72.8052, -0.0306076
72.8075, -0.0276618
72.8098, -0.0246875
72.8121, -0.0216628
72.8144, -0.01861
72.8167, -0.0155037
72.819, -0.0123988
72.8212, -0.00928894
72.8235, -0.00617235
72.8258, -0.00305409
72.8281, 4.77144e-05
72.8304, 0.00314742
72.8327, 0.00620334
72.835, 0.00924524
72.8373, 0.0122494
72.8395, 0.0152264
72.8418, 0.0181472
72.8441, 0.0210177
72.8464, 0.0238511
72.8487, 0.0266389
72.851, 0.0293498
72.8533, 0.0320286
72.8556, 0.0346509
72.8579, 0.0372218
72.8601, 0.0397244
72.8624, 0.0421966
72.8647, 0.044607
72.867, 0.0469834
72.8693, 0.0493081
72.8716, 0.0516067
72.8739, 0.0538692
72.8762, 0.0560866
72.8784, 0.058295
72.8807, 0.0604655
72.883, 0.0626547
72.8853, 0.064809
72.8876, 0.0669878
72.8899, 0.0691524
72.8922, 0.0713168
72.8945, 0.0734976
72.8967, 0.0756957
72.899, 0.0779367
72.9013, 0.0802129
72.9036, 0.0825353
72.9059, 0.0848541
72.9082, 0.0872588
72.9105, 0.0896831
72.9128, 0.0921817
72.915, 0.0947395
72.9173, 0.0973424
72.9196, 0.0999971
72.9219, 0.102714
72.9242, 0.105477
72.9265, 0.10834
72.9288, 0.111201
72.9311, 0.114154
72.9334, 0.11715
72.9356, 0.120185
72.9379, 0.123287
72.9402, 0.126433
72.9425, 0.129625
72.9448, 0.132813
72.9471, 0.136066
72.9494, 0.139312
72.9517, 0.142574
72.9539, 0.145848
72.9562, 0.149127
72.9585, 0.1524
72.9608, 0.155663
72.9631, 0.158894
72.9654, 0.162112
72.9677, 0.165283
72.97, 0.16842
72.9722, 0.17149
72.9745, 0.174518
72.9768, 0.177487
72.9791, 0.180365
72.9814, 0.183169
72.9837, 0.185916
72.986, 0.188564
72.9883, 0.191136
72.9905, 0.19362
72.9928, 0.195977
72.9951, 0.198248
72.9974, 0.200403
72.9997, 0.202473
73.002, 0.204431
73.0043, 0.20628
73.0066, 0.208039
73.0089, 0.209682
73.0111, 0.211232
73.0134, 0.212666
73.0157, 0.214006
73.018, 0.215245
73.0203, 0.216415
73.0226, 0.217487
73.0249, 0.218491
73.0272, 0.219401
73.0294, 0.220245
73.0317, 0.220997
73.034, 0.221701
73.0363, 0.222346
73.0386, 0.222944
73.0409, 0.2235
73.0432, 0.223989
73.0455, 0.224442
73.0477, 0.224898
73.05, 0.225322
73.0523, 0.225686
73.0546, 0.226043
73.0569, 0.226384
73.0592, 0.226725
73.0615, 0.227047
73.0638, 0.227374
73.0661, 0.227694
73.0683, 0.228002
73.0706, 0.228299
73.0729, 0.228587
73.0752, 0.228905
73.0775, 0.229192
73.0798, 0.229491
73.0821, 0.229775
73.0844, 0.230028
73.0866, 0.230292
73.0889, 0.230524
73.0912, 0.230739
73.0935, 0.230934
73.0958, 0.231078
73.0981, 0.231206
73.1004, 0.231297
73.1027, 0.231332
73.1049, 0.2313
73.1072, 0.231238
73.1095, 0.231094
73.1118, 0.230896
73.1141, 0.230641
73.1164, 0.230272
73.1187, 0.229811
73.121, 0.229263
73.1232, 0.228637
73.1255, 0.227902
73.1278, 0.227072
73.1301, 0.226117
73.1324, 0.225054
73.1347, 0.223877
73.137, 0.222593
73.1393, 0.221197
73.1416, 0.219682
73.1438, 0.218036
73.1461, 0.216268
73.1484, 0.214382
73.1507, 0.212383
73.153, 0.210265
73.1553, 0.208038
73.1576, 0.2057
73.1599, 0.203249
